id,essay,prompt,score,score_predict
786,"[T] Tinta misteriosa
[P] Certo dia eu resolvi pegal allgumar tintas que
eu tinha em casa para pintar animais na pa-
rede do meu quarto, ficou lindo! Fui fazer um lan-
che e quando voltei os desenhos não estavam
na parede e minhas roupas estavam espalha-
das por toda parte, achei isso muito estranho,
pensei que a Livia tinha fato a bagunça, então
fui brigar com ela, quando cheguei no quarto
dela ela estava dormindo. Como já estava tar-
de, resolvi arrumar meu quarto e ir dormir
[P] Já era outro dia, estava super confusa, en-
tão fiz os desenhos novamente, fui para a casa
da minha vó, mas deixei meu celular filman-
do pois estava muito curiosa.
[P] Quando voltei fui correndo ver o vídeo, vo-
cê nem imagina o que eu vi, sabe o que é? Uma
pintora a Tarcila do Amaral, ela saiu da bor-
boleta que pintei e foi procurar uma roupa que
servisse nela para não sujar sua roupa e pin-
tar os desenhos que desmanchou, mas cheguei bem
na hora e ela sumiu! Fiquei impresisonada!
[P] Nunca mais vou usar aquelatinta! Que 
me sirva de lição!","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",7.5,8.760747
127,"[?] que     pintar seu quarto todo junto 
um [?] uma menina encontrou alguns potes de tintas enormes [?]
ela solveu chama sua amiga para ir na casa dela pintar
dela todo, quando a amiga da menina chegou na casa dela, elas
foram [?] para o quarto da menina, chegando no qu[?]
menina das duas comesaram a retirar as coisas [?] ,
elas comesaram retirando as coisas e menores e menos pesadas
depois pelas coisas mais grandes , pesadas, mas como elas
não tinham muita força [?] menina chamou o pai dela para ajudalas
retirando as coisas [?]  grandes e pesadas, eles decidiram tirar
primeiro o armário ai [?] decidiram retirar depois[?] cama e a 
estante, depois que eles retiraram   armário, eles foram desmonta a
cama, depois que eles desmontaram a cama , eles pegaram as peças
da cama e levaram para a sala de estar, depois eles desmontaram
a estante e levaram tudo lá para a sala , ai o pai da menina
quis ajuda elas duas a pintar o quarto, então eles comesaram a
pintar o quarto todo de roxo e petro as cores favoritas da 
 17 menina","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.0,8.000774
540,"[T] Julia e suas tintas
[P] Era uma vez uma [x] que se
chamava Julia seus pais tinha saído e ela estava
sozinha em casa Mas antes de seus pais sai sua
mãe disse.
- Julia filha se você senti fome tem comida
no armario e no fugão e na jeladeira ok.
- ok mão. 
Então seus pais saíram e ela ficou mechendo no
celular dela, depois de umas 3 horas ela começou a senti
fome então ela abriu o armario e não achou comida
so umas 12 tintas então ela começou a pinta
todo o quarto e foi procura comida na geladeira
e deichou a tinta secando e foi esquenta a comida
da geladeira e de pois de comer ela foi no quarto
ve se as tintas já tinha secado então quando ela 
chegou no quarto ela fiu todas as roupas dela
jogada no chão e ela começou a arruma as
roupas mais as tinta já tinha secado então
quando os [x] dela chegou eles disse.
-o que aconteceu a qui?
[x] disse tudo o que a conteceu e os pais dela
entendeu e não brigou com ela.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",7.0,8.073378
194,"[T] A BAGUNÇA
EU E MEU PRIMO ESTAVAMOS ENTE
DIADOS E PROCURAMOS NO GUARDA ROUPA E 
ENCIMA DO GUARDA ROUPA E ACHAMOS 10
POTES DE TINTA E TIVEMOS A IDEIA DE PIN
TAR A PAREDE E A PORTA DE ANIMAIS
AI MINHA MÃE AI ELA PEDIU PARA EU
EU E MEU PRIMO IR NA PADARIA TEMPO
DEPOIS QUAMDO VOLTAMO MINHA MÃE
FALOU PARA AGENTE COMER AI QUANDO
VOLTAMOS PRO QUARTO A PAREDE E A PORTA
LIMPINHA AI FICAM OS PESANDO QUEM LIPOU
AI ESCUTAMOS UM BARULHO NO QUINTAL
QUANDO FOMOS OLHAR A JANELA NÃO TINHA
NADA AI FOMOS ARRUMAE O QUARTO QUANDO
TERMINAMOS MINHA MÃE ENTROU NO
QUARTO ELA FICOU ORGULHOSA EM VER O
QUARTO LIMPO FOMOS JOGAR NO CELULAR E
DEPOIS FOMOS DORMIR.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,7.6499662
550,"[T] Lindo dia para brincar de Pintura
[P] Em um belo dia eu estava com minha prima, então nós decidimos ir para
casa dela para brincar de boneca, alguns minutos depois a minha tia perguntou se
nós duas queriamos tomar banho de piscina , nós duas aceitamos ai eu não tinha roupa 
e minha prima mim emprestou, então pegamos alguns brinquedos que pode molhar  e levamos
para  a piscina para brincar e se divertir, tomamos banho por algumas horas, então
Chegou o horário do almoço, ela tomou banho no chuveiro, depois dela era a minha vez e 
então trocamos de roupa e fomos comer  e tinha tantas coisas gostosas como arroz, feijão,
macarrão, lasanha, e farofa com bacon, logo peguei o prato  e coloquei a comida depois
que nós terminamos Chegou o momento da sobremesa que era um bolo de sabor prestigio,
tava uma delicia, demoramos um pouco  e fomos jogar alguns jogos legais, depois
de jogar tivemos que tomar outro banho por conta do suor, tinha passado bastante tempo,
e já estava ficando escuro e minha prima teve a brilhante ideia de mim Chamar
para dormi na casa dela, então rapidamente liguei para minha mãe Para Pedir
então fui em casa buscar um Pijama para dormi la na casa dela ai ela teve a 
ideia de fazer uma noite do pijama, Comemos pipoca, pirulitos, balas, Gelatina, algudam
doce e bebendo refrigerante  e suco , ela colocou um filme então estava bem tarde ai
fomos dormi, no outro dia fui bem Cedinho para casa porque ela estava limpando a Casa
então fui ajudar ela nas [X] de casa  Como varrer, [X] pano, lavar  a loça,
quando terminei fui assistir televisão, então minha mãe mim Chamou para comer e é
Obviamente que eu amo a comida mãe depois fui dormir um pouco quando acordei
eu estava toda suada e minha mãe mandou eu tomar banho Por Conta do Calor,
então eu fui tomar banho para mim se [X] e ficar bem limpinha então
mais tarde um tempinho depois minha prima foi na minha casa chamando para
ir para shopping comprar algumas coisas por exemplo: roupa, sandálias,
e outras coisas quando chegamos fui limpar armário que tinha poeira
e cahei alguns potes de tintas e resolvi pintar a parede do meu quarto algumas
figuras de animais fui lavar a mão e quando voltei não avia pintura
nenhuma e as roupas estavam [x] pelo chão em fim era somente um
sonho inesquecivel","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,7.891846
930,"[T] o acampamento
[P] teve um dia que eu e minha familha fomos acampar la na
E meu primeiro acampamento então eu estava muito feliz e animada!
para comprar algumas coisas como refrigerante, marchimelom para açar
etc. depois de um tenpinho no super mercado, cerca de ums 30 minutos 
na estrada, chegamos lá na travessia compramos a fichinha e espera
graças a deus vemos que estavamos na barca errada e dessemos a
dessendo da barca com um monte de coisas e o culer - mais ai
chegar, dessa vez a certa, nisso a gente subio e atravessamos cheg
e vamos pra o lugar que a minha tia estava porque ela tinh
pegar um lugar com a localidade Boa. logo quando eu cheg
[?] uma ilha e ao redor era so água do rio e la na ilh
não tinha nem um Banheiro So mato, a quase que ia me esquecendo
Barro nela morava uma senhora e um Senhor. a casinha era
deles eles são muito emportante na Historia. voltando chegamos l
montamos as Barracas e ficamos la quando chuegou de noite fomos
madrugada eu acordei com um presentimento muito ruim como
estava dormino for da Barraca eu chamei a minha para gente ir
te foi e voltamos a dormi, quando foi por voltas das 2 Horas da ma
[?]","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.9985437
4,"	Em um dia normal no meu quintal tava
chovendo muito, e tava escorregando muito depois
da chuva passa fui no meu quintal com meu
irmão e la achamos uma pedra brilhante ela
era muito bonita levei ela pra dentro de
casa pra descobrir aqui se tratava <i> um
mês tentando descobrir e acabei descobrindo que
essa pedra era rara.","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",7.5,9.245925
782,"[T] Sitiu magico
[P] Umdia eu fui no sitio láue leite minha mãe eu viu
Cavalo eu subi ardei muito depois fui brica com [X]
prima Alice ai agete viu uma abelha e [X] boi de pois
fui nupe di açai apanhei agus açai foi legau dimais
[P] Ai notrodia fui purriu briquei di mais de pois comi
galinha cuzida de pois fui dormi detardi fui pescar
tanben tomei açai dimais na janta cumi pexe assadu
Cuni de pois fui dorne no outro dia fui conhese un
lago com Alice a mamãe dei comida pros pexe dei
comida pras galinha.
[P] Ai fui bebe agua di cocó depois fui arruma
ninhas rropas prai enbora porque eu tava ficando
doente mas foi legau.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.0,7.5956416
1109,"[T]Os animais e a menina
Os animais que eu tinha Desenhado eram tigre e macaco 
 eu ouvi uma voz de dentro do banheiro falando 
- Oi quem é você? 
- e logo depois veio uma voz mais fina falando 
- Oi meu nome é Pedro e qual e o seu 
- Oi meu nome é João 
Depois disso eu abri a porta e percebi que João era um 
tigre E Pedro era um macaco e esqueci de falar meu 
nome e Ana. Olhei mais para João e percebi foi ele que 
mexeu com as minhas roupa porque tiha pedaço das
minhas roupas nas patas dele eu peguei meu celular e chamei 
a policia a que eu estava sosinha expliquei oque tava
acontecendo eles mandaram duas viaturas os animais 
ouviram a cirene ele tentaram fugir mas não deram 
conta a policia pego eles mas eles sumiram e o
desenho logo voutol pra parede eu não perdi tempo 
e apaguei e isso nunca mais aconteceu","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",8.5,8.166124
364,"[T] A paisagen
um dia eu queria sobir o morro e vi uma paisagen é como se eu 
tivesse em um livro era como se tudo aquilo fosse uma h[X] historia de 
um livro era como se a folha do livro arrancasse e saisse pelo o vento
e era como se a paisagem fosse parte de mim e eu fosse parte dela 
era como se eu e tivesse-mas uma ligação bem forte [X] tambem ela
era bem linda eu gostava muito dele ela tinha caichoeiras em rio e 
também os animais que que viviam perto delas eles se alimentavam da 
água dela e as pessoas visitavam ela eles tiravan .
fotos e a paisagen era muito ela era muito maravilhosa ela era querida 
por por todos os animais e visitantes ela era de tirar o folego
ela era especial para mim e para todos que a conheciam","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.939273
26,".As meninas do potes de Tintas [T]
Uma vez eu e minha primas nós encontramos um potes de tintas -
í nós decidimos pintar as paredes dos nosso quartos é nos desenhamos -
e pintamos nos fez nossa familia nossos colegas e nossos professores - 
é nós jogamos roupas para o lado roupas para o outro pintamos - 
até o guarda - roupas e nos melamos tudo e depois nois foi para - 
sala é pintamos tudo é também nossos pais tudo saido e nois - 
ficamos sozinhas então nos pintamos a sala toda e depoís nos duas - 
fomos  para a conzinha é também eu pínteín o meu quintal nos gosta - 
muitos de pinturas nois ama desnha e pinta eu é minha prima - 
Raissa nós pedia muito para nossos pais botar a gente na escola - 
de arte é eles botaram nois na escola de artes é a gente fez muitas -
pinturas é um dia a gente foi chamada para fazer uma obra de artes um -
desenho de uma familia a familia gostou muitos da pintura e depois agente- 
foi chamada para fazer uma pintura num museu por que era Uma - 
inauguração do museu e as pessoas amaram nossa pintura é nos fizemos - 
suseço depois eu fiz meus 15 anos éeu fiz uma festa e o tema era - 
de artes depois eu vireíi artista eu e minha prima é também - 
ela fez os 15 ano delas ela comemorou no museu é eu fiz no colegio - 
Eligio olmeida depois eu é a minha príma nós hoje nós somos muitos - 
feliz pois eu hoje agradeçer a Deus por me dado esse dom.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,8.239315
638,"[T] O livro
[P] Um dia uma menina estva na escola e ela foi na sala de leitura mas
a sala de leitura estava trancada e a menina voltou para sala e a professora
perguntou:
- Na onde você estava mariana?
a menina falou:
- Eu fui na sala de leitura mas estava trancada professora!
a professora falou:
- Mariana você quer um livro para ler agora para seus colegas?
a menina respondeu alegre:
- Sim professora eu vou amar ler para meus colegas!
a professora deu o livro para mariana, e ela leu para seus colegas
[X] Mariana foi fechar o livro as páginas começarão a voar e 
Mariana os colegas e a professora começarão a pular e a professora falou:
- Mariana olha não tem mas folhas pode parar de pular! Mariana falou:
- Para onde as folhas foram? e a professora falou:
- Esse livro é especial! os colegas e mariana falaram: - como assim?
- Gente esse livro ele veio da epoca dos dinossauros e eu comprei!
e um tempo depois eles foram para cas!
FIM.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",6.5,7.9041195
255,"[T] A bagunça do meu guarto
[P] Então fui procurar o responsavel pela a bagunça no
meu guarto.
perguntei ao meu pai:
-pai você sabe o que aconteceu no meu guarto?
o pai respondeu:
-não, filho.
eu não precisei de perguntar para o meu irmão e para a
minha mãe, porque eu já encontrei o autor e sabe quem
[X], era o meu gato, o nome dele é chico.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,7.635317
792,"[T] Tintas mágicas
[P] Em um belo dia eu estava no meu quarto sem fa-
zer nada, quando eu tive a ideia de mecher no meu armá-
rio. E achei uns potes de tinta coloridas, e me veio a ideia de
chamar minha prima pra gente pintar. Então a-chamei e
resolvemos fazer animais na parede do meu quarto, fizemos
varios animais.
[P] Tais como: Zebra, Elefante, etc: Depois que pintamos minha,
mãe pediu pra gente ir na vendinha comprar sabão em pó,
quando chegamos em casa minha mãe tinha feito o café da
tarde, e eu e ela sentamos pra comer.
[P] Depois que comemos fomos no quarto para vermos as pintu-
ras, quando chegamos no quarto advinha? os animais não estavam
mais na parede e minhas roupas estavam todas jogadas no
chão, cara que bizzarro.
[P] Será que as tintas são mágicas? disso eu não sei mais
fica a duvida.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",7.0,8.767832
856,"[T] [X]
[P]Eu encontrei em cima do armário alguns potes com tinta. Então, 
resolvi pintar na parede do meu quarto animais. Tempo depois, quan-
do voltei no quarto, não havia mas nenhuma pintura e as roupas 
da gaveta estava espalhadas pelo chão. 
[P] E eu rezouvi envestiga então eu estava envestigando
Então eu vi minha mãe linpando a parede eu encomtrei uma [?] X as roupas 
foi o meu cachorro e ele ficou cem paciar uma cemana","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,8.983873
488,"[T] Como eu vou pra escola?
[P] Como eu vou pra escola. Eu acordo 5:45
da manhã todos os dias, depois vou toma
banho pra me aruma depois vou toma café.
[P] Ai eu saio pra pegar o onibu, ê 6:35
o onibos chega, eu e os meus primos subimos 
no onibos e mais 4 criança, nois entramo no
km6 paramos depois no km5 ai vamos pegam-
do criança ate na federa.
- ai o motorista fala ta todo mundo
com sinto?
- sim motorista, nos respodemos
ai vomos lá na outra escola deixa ais cri-
ança quando deixamos eles lá a gente vai pra
nossa escola, fecomos e pouquinho lá fora
e quando bate a canpainha nois vamos
pra sala e comessamos a estuda 4 horas
de aula ae depois de augumas horas pate a
canpa do retreio os alunos do presinho do
primeiro ano e do segundo ano, sae pra merenda
sam 15 minutos de retreio depois que e o
teçeiro ano, o quarto ano eo quinto ano.
[P] Ae os 15 minutos se passa e nois vou
tamo pra sala ai as hora ser passa e o
professo de fisica chega pra pega nos pra
educação fisica, ai o professo leva nos
pra caadra pra nos e brinca de queimado
11:30 o onibus chega e e os alunos entram
nele ecluindo eu, vomos na outra escola.
[P] Pegamos os outros alunos fazemos o mesmo
pecuco, e em fem chegamos en casa: FIM","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5.5,6.986713
